epoch,accuracy,learning_rate,loss,top3_acc,val_accuracy,val_loss,val_top3_acc
0,0.18191666901111603,0.0010000000474974513,3.347620725631714,0.367166668176651,0.29604771733283997,2.5457780361175537,0.5406413078308105
